Sentence #,Word,POS,Tag
,proposals,NNS,O
,come,VBP,O
,amid,IN,O
,growing,VBG,O
,concern,NN,O
,about,IN,O
,the,DT,O
,spread,NN,O
,of,IN,O
,bird,NN,O
,flu,NN,O
,",",",",O
,which,WDT,O
,has,VBZ,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,60,CD,O
,people,NNS,O
,in,IN,O
,Asia,NNP,geo
,since,IN,O
,2003,CD,tim
,.,.,O
570,Pakistani,JJ,gpe
,police,NNS,O
,have,VBP,O
,arrested,VBN,O
,four,CD,O
,alleged,JJ,O
,members,NNS,O
,of,IN,O
,an,DT,O
,Islamic,JJ,O
,militant,JJ,O
,group,NN,O
,in,IN,O
,connection,NN,O
,with,IN,O
,the,DT,O
,murder,NN,O
,of,IN,O
,a,DT,O
,prominent,JJ,O
,Shi'ite,NNP,org
,Muslim,NNP,org
,cleric,NN,O
,earlier,RBR,O
,this,DT,O
,year,NN,O
,.,.,O
571,A,DT,O
,senior,JJ,O
,police,NN,O
,official,NN,O
,",",",",O
,Saud,NNP,per
,Aziz,NNP,per
,",",",",O
,says,VBZ,O
,the,DT,O
,four,CD,O
,wanted,VBN,O
,in,IN,O
,connection,NN,O
,with,IN,O
,the,DT,O
,slaying,NN,O
,of,IN,O
,Agha,NNP,per
,Ziauddin,NNP,per
,in,IN,O
,the,DT,O
,town,NN,O
,of,IN,O
,Gilgit,NNP,geo
,in,IN,O
,January,NNP,tim
,were,VBD,O
,picked,VBN,O
,up,RP,O
,in,IN,O
,the,DT,O
,city,NN,O
,of,IN,O
,Rawalpindi,NNP,geo
,.,.,O
572,The,DT,O
,murder,NN,O
,sparked,VBD,O
,sectarian,JJ,O
,violence,NN,O
,that,WDT,O
,left,VBD,O
,at,IN,O
,least,JJS,O
,14,CD,O
,people,NNS,O
,dead,JJ,O
,.,.,O
573,The,DT,O
,official,NN,O
,says,VBZ,O
,the,DT,O
,suspects,NNS,O
,belong,VBP,O
,to,TO,O
,the,DT,O
,Sunni,NNP,org
,Muslim,NNP,org
,Lashkar-e-Jhangvi,NNP,org
,and,CC,O
,that,IN,O
,they,PRP,O
,were,VBD,O
,plotting,VBG,O
,to,TO,O
,attack,VB,O
,Shi'ite,NNP,org
,events,NNS,O
,last,JJ,O
,week,NN,O
,but,CC,O
,changed,VBD,O
,their,PRP$,O
,minds,NNS,O
,because,IN,O
,of,IN,O
,tight,JJ,O
,security,NN,O
,.,.,O
574,The,DT,O
,banned,VBN,O
,group,NN,O
,is,VBZ,O
,accused,VBN,O
,of,IN,O
,killing,VBG,O
,hundreds,NNS,O
,of,IN,O
,Pakistani,JJ,gpe
,Shi'ite,NNP,org
,Muslims,NNPS,org
,in,IN,O
,recent,JJ,O
,years,NNS,O
,and,CC,O
,is,VBZ,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,links,NNS,O
,to,TO,O
,the,DT,O
,al-Qaida,NNP,org
,terrorist,NN,O
,network,NN,O
,.,.,O
575,The,DT,O
,name,NN,O
,"""",``,O
,Latvia,NNP,art
,"""",``,O
,originates,VBZ,O
,from,IN,O
,the,DT,O
,ancient,JJ,O
,Latgalians,NNS,org
,",",",",O
,one,CD,O
,of,IN,O
,four,CD,O
,eastern,JJ,O
,Baltic,NNP,geo
,tribes,NNS,O
,that,WDT,O
,formed,VBD,O
,the,DT,O
,ethnic,JJ,O
,core,NN,O
,of,IN,O
,the,DT,O
,Latvian,JJ,gpe
,people,NNS,O
,(,LRB,O
,ca.,NN,O
,8th,CD,O
,-,:,O
,12th,JJ,O
,centuries,NNS,O
,A.D.,NNP,tim
,),RRB,O
,.,.,O
576,The,DT,O
,region,NN,O
,subsequently,RB,O
,came,VBD,O
,under,IN,O
,the,DT,O
,control,NN,O
,of,IN,O
,Germans,NNS,gpe
,",",",",O
,Poles,NNS,gpe
,",",",",O
,Swedes,NNS,gpe
,",",",",O
,and,CC,O
,finally,RB,O
,",",",",O
,Russians,NNS,gpe
,.,.,O
577,A,DT,O
,Latvian,JJ,gpe
,republic,NN,O
,emerged,VBD,O
,following,VBG,O
,World,NNP,eve
,War,NNP,eve
,I,NNP,eve
,",",",",O
,but,CC,O
,it,PRP,O
,was,VBD,O
,annexed,VBN,O
,by,IN,O
,the,DT,O
,USSR,NNP,gpe
,in,IN,O
,1940,CD,tim
,-,IN,O
,an,DT,O
,action,NN,O
,never,RB,O
,recognized,VBN,O
,by,IN,O
,the,DT,O
,US,NNP,gpe
,and,CC,O
,many,JJ,O
,other,JJ,O
,countries,NNS,O
,.,.,O
578,Latvia,NNP,gpe
,reestablished,VBD,O
,its,PRP$,O
,independence,NN,O
,in,IN,O
,1991,CD,tim
,following,VBG,O
,the,DT,O
,breakup,NN,O
,of,IN,O
,the,DT,O
,Soviet,NNP,gpe
,Union,NNP,gpe
,.,.,O
579,Although,IN,O
,the,DT,O
,last,JJ,O
,Russian,JJ,gpe
,troops,NNS,O
,left,VBD,O
,in,IN,O
,1994,CD,tim
,",",",",O
,the,DT,O
,status,NN,O
,of,IN,O
,the,DT,O
,Russian,JJ,gpe
,minority,NN,O
,(,LRB,O
,some,DT,O
,30,CD,O
,%,NN,O
,of,IN,O
,the,DT,O
,population,NN,O
,),RRB,O
,remains,VBZ,O
,of,IN,O
,concern,NN,O
,to,TO,O
,Moscow,NNP,gpe
,.,.,O
580,Latvia,NNP,gpe
,joined,VBD,O
,both,DT,O
,NATO,NNP,org
,and,CC,O
,the,DT,O
,EU,NNP,org
,in,IN,O
,the,DT,O
,spring,NN,O
,of,IN,O
,2004,CD,tim
,.,.,O
581,Bolivia,NNP,gpe
,is,VBZ,O
,one,CD,O
,of,IN,O
,the,DT,O
,poorest,JJS,O
,and,CC,O
,least,JJS,O
,developed,JJ,O
,countries,NNS,O
,in,IN,O
,Latin,NNP,geo
,America,NNP,geo
,.,.,O
582,Following,VBG,O
,a,DT,O
,disastrous,JJ,O
,economic,JJ,O
,crisis,NN,O
,during,IN,O
,the,DT,O
,early,JJ,O
,1980s,NNS,tim
,",",",",O
,reforms,NNS,O
,spurred,VBD,O
,private,JJ,O
,investment,NN,O
,",",",",O
,stimulated,VBD,O
,economic,JJ,O
,growth,NN,O
,",",",",O
,and,CC,O
,cut,VBD,O
,poverty,NN,O
,rates,NNS,O
,in,IN,O
,the,DT,O
,1990s,NNS,tim
,.,.,O
583,The,DT,O
,period,NN,O
,2003,CD,tim
,-,:,tim
,5,CD,tim
,was,VBD,O
,characterized,VBN,O
,by,IN,O
,political,JJ,O
,instability,NN,O
,",",",",O
,racial,JJ,O
,tensions,NNS,O
,",",",",O
,and,CC,O
,violent,JJ,O
,protests,NNS,O
,against,IN,O
,plans,NNS,O
,-,IN,O
,subsequently,RB,O
,abandoned,VBN,O
,-,:,O
,to,TO,O
,export,VB,O
,Bolivia,NNP,gpe
,'s,POS,O
,newly,RB,O
,discovered,VBN,O
,natural,JJ,O
,gas,NN,O
,reserves,NNS,O
,to,TO,O
,large,JJ,O
,northern,JJ,O
,hemisphere,NN,O
,markets,NNS,O
,.,.,O
584,In,IN,O
,2005,CD,tim
,",",",",O
,the,DT,O
,government,NN,O
,passed,VBD,O
,a,DT,O
,controversial,JJ,O
,hydrocarbons,NNS,O
,law,NN,O
,that,WDT,O
,imposed,VBD,O
,significantly,RB,O
,higher,JJR,O
,royalties,NNS,O
,and,CC,O
,required,VBD,O
,foreign,JJ,O
,firms,NNS,O
,then,RB,O
,operating,VBG,O
,under,IN,O
,risk-sharing,JJ,O
,contracts,NNS,O
,to,TO,O
,surrender,VB,O
,all,DT,O
,production,NN,O
,to,TO,O
,the,DT,O
,state,NN,O
,energy,NN,O
,company,NN,O
,in,IN,O
,exchange,NN,O
,for,IN,O
,a,DT,O
,predetermined,JJ,O
,service,NN,O
,fee,NN,O
,.,.,O
585,After,IN,O
,higher,JJR,O
,prices,NNS,O
,for,IN,O
,mining,NN,O
,and,CC,O
,hydrocarbons,NNS,O
,exports,NNS,O
,produced,VBD,O
,a,DT,O
,fiscal,JJ,O
,surplus,NN,O
,in,IN,O
,2008,CD,tim
,",",",",O
,the,DT,O
,global,JJ,O
,recession,NN,O
,in,IN,O
,2009,CD,tim
,slowed,VBD,O
,growth,NN,O
,.,.,O
586,Nevertheless,RB,O
,",",",",O
,Bolivia,NNP,gpe
,recorded,VBD,O
,the,DT,O
,highest,JJS,O
,growth,NN,O
,rate,NN,O
,in,IN,O
,South,NNP,geo
,America,NNP,geo
,that,DT,O
,year,NN,O
,.,.,O
587,During,IN,O
,2010,CD,tim
,an,DT,O
,increase,NN,O
,in,IN,O
,world,NN,O
,commodity,NN,O
,prices,NNS,O
,resulted,VBD,O
,in,IN,O
,the,DT,O
,biggest,JJS,O
,trade,NN,O
,surplus,NN,O
,in,IN,O
,history,NN,O
,.,.,O
588,However,RB,O
,",",",",O
,a,DT,O
,lack,NN,O
,of,IN,O
,foreign,JJ,O
,investment,NN,O
,in,IN,O
,the,DT,O
,key,JJ,O
,sectors,NNS,O
,of,IN,O
,mining,NN,O
,and,CC,O
,hydrocarbons,NNS,O
,and,CC,O
,higher,JJR,O
,food,NN,O
,prices,NNS,O
,pose,VBP,O
,challenges,NNS,O
,for,IN,O
,the,DT,O
,Bolivian,JJ,gpe
,economy,NN,O
,.,.,O
589,Autonomy,NN,O
,for,IN,O
,the,DT,O
,Swazis,NNS,gpe
,of,IN,O
,southern,JJ,O
,Africa,NNP,geo
,was,VBD,O
,guaranteed,VBN,O
,by,IN,O
,the,DT,O
,British,NNS,gpe
,in,IN,O
,the,DT,O
,late,JJ,O
,19th,JJ,O
,century,NN,O
,;,;,O
,independence,NN,O
,was,VBD,O
,granted,VBN,O
,in,IN,O
,1968,CD,tim
,.,.,O
590,Student,NN,O
,and,CC,O
,labor,NN,O
,unrest,NN,O
,during,IN,O
,the,DT,O
,1990s,NNS,tim
,pressured,VBD,O
,King,NNP,per
,MSWATI,NNP,per
,III,NNP,per
,",",",",O
,the,DT,O
,world,NN,O
,'s,POS,O
,last,JJ,O
,absolute,JJ,O
,monarch,NN,O
,",",",",O
,to,TO,O
,grudgingly,RB,O
,allow,VB,O
,political,JJ,O
,reform,NN,O
,and,CC,O
,greater,JJR,O
,democracy,NN,O
,",",",",O
,although,IN,O
,he,PRP,O
,has,VBZ,O
,backslid,VBN,O
,on,IN,O
,these,DT,O
,promises,NNS,O
,in,IN,O
,recent,JJ,O
,years,NNS,O
,.,.,O
591,A,DT,O
,constitution,NN,O
,came,VBD,O
,into,IN,O
,effect,NN,O
,in,IN,O
,2006,CD,tim
,",",",",O
,but,CC,O
,the,DT,O
,legal,JJ,O
,status,NN,O
,of,IN,O
,political,JJ,O
,parties,NNS,O
,remains,VBZ,O
,unclear,JJ,O
,.,.,O
592,The,DT,O
,African,JJ,gpe
,United,NNP,org
,Democratic,NNP,org
,Party,NNP,org
,tried,VBD,O
,unsuccessfully,RB,O
,to,TO,O
,register,VB,O
,as,IN,O
,an,DT,O
,official,JJ,O
,political,JJ,O
,party,NN,O
,in,IN,O
,mid,JJ,O
,2006,CD,tim
,.,.,O
593,Talks,NNS,O
,over,IN,O
,the,DT,O
,constitution,NN,O
,broke,VBD,O
,down,RP,O
,between,IN,O
,the,DT,O
,government,NN,O
,and,CC,O
,progressive,JJ,O
,groups,NNS,O
,in,IN,O
,2007,CD,tim
,.,.,O
594,Swaziland,NNP,gpe
,recently,RB,O
,surpassed,VBD,O
,Botswana,NNP,gpe
,as,IN,O
,the,DT,O
,country,NN,O
,with,IN,O
,the,DT,O
,world,NN,O
,'s,POS,O
,highest,JJS,O
,known,VBN,O
,HIV,NNP,nat
,/,CC,O
,AIDS,NNP,nat
,prevalence,NN,O
,rate,NN,O
,.,.,O
595,First,RB,O
,colonized,VBN,O
,by,IN,O
,the,DT,O
,Spanish,NNS,gpe
,",",",",O
,the,DT,O
,islands,NNS,O
,came,VBD,O
,under,IN,O
,British,JJ,gpe
,control,NN,O
,in,IN,O
,the,DT,O
,early,JJ,O
,19th,JJ,tim
,century,NN,tim
,.,.,O
596,The,DT,O
,islands,NNS,O
,',POS,O
,sugar,NN,O
,industry,NN,O
,was,VBD,O
,hurt,VBN,O
,by,IN,O
,the,DT,O
,emancipation,NN,O
,of,IN,O
,the,DT,O
,slaves,NNS,O
,in,IN,O
,1834,CD,tim
,.,.,O
597,Manpower,NN,O
,was,VBD,O
,replaced,VBN,O
,with,IN,O
,the,DT,O
,importation,NN,O
,of,IN,O
,contract,NN,O
,laborers,NNS,O
,from,IN,O
,India,NNP,geo
,between,IN,O
,1845,CD,tim
,and,CC,O
,1917,CD,tim
,",",",",O
,which,WDT,O
,boosted,VBD,O
,sugar,NN,O
,production,NN,O
,as,RB,O
,well,RB,O
,as,IN,O
,the,DT,O
,cocoa,NN,O
,industry,NN,O
,.,.,O
598,The,DT,O
,discovery,NN,O
,of,IN,O
,oil,NN,O
,on,IN,O
,Trinidad,NNP,geo
,in,IN,O
,1910,CD,tim
,added,VBD,O
,another,DT,O
,important,JJ,O
,export,NN,O
,.,.,O
599,Independence,NN,O
,was,VBD,O
,attained,VBN,O
,in,IN,O
,1962,CD,tim
,.,.,O
600,The,DT,O
,country,NN,O
,is,VBZ,O
,one,CD,O
,of,IN,O
,the,DT,O
,most,RBS,O
,prosperous,JJ,O
,in,IN,O
,the,DT,O
,Caribbean,NNP,geo
,thanks,NNS,O
,largely,RB,O
,to,TO,O
,petroleum,NN,O
,and,CC,O
,natural,JJ,O
,gas,NN,O
,production,NN,O
,and,CC,O
,processing,NN,O
,.,.,O
601,Tourism,NN,O
,",",",",O
,mostly,RB,O
,in,IN,O
,Tobago,NNP,geo
,",",",",O
,is,VBZ,O
,targeted,VBN,O
,for,IN,O
,expansion,NN,O
,and,CC,O
,is,VBZ,O
,growing,VBG,O
,.,.,O
602,The,DT,O
,government,NN,O
,is,VBZ,O
,coping,VBG,O
,with,IN,O
,a,DT,O
,rise,NN,O
,in,IN,O
,violent,JJ,O
,crime,NN,O
,.,.,O
603,A,DT,O
,GOATHERD,NN,O
,",",",",O
,driving,VBG,O
,his,PRP$,O
,flock,NN,O
,from,IN,O
,their,PRP$,O
,pasture,NN,O
,at,IN,O
,eventide,NN,O
,",",",",O
,found,VBD,O
,some,DT,O
,Wild,JJ,O
,Goats,NNS,O
,mingled,VBN,O
,among,IN,O
,them,PRP,O
,",",",",O
,and,CC,O
,shut,VBD,O
,them,PRP,O
,up,RP,O
,together,RB,O
,with,IN,O
,his,PRP$,O
,own,NN,O
,for,IN,O
,the,DT,O
,night,NN,O
,.,.,O
604,The,DT,O
,next,JJ,O
,day,NN,O
,it,PRP,O
,snowed,VBD,O
,very,RB,O
,hard,JJ,O
,",",",",O
,so,RB,O
,that,IN,O
,he,PRP,O
,could,MD,O
,not,RB,O
,take,VB,O
,the,DT,O
,herd,NN,O
,to,TO,O
,their,PRP$,O
,usual,JJ,O
,feeding,NN,O
,places,NNS,O
,",",",",O
,but,CC,O
,was,VBD,O
,obliged,VBN,O
,to,TO,O
,keep,VB,O
,them,PRP,O
,in,IN,O
,the,DT,O
,fold,NN,O
,.,.,O
605,He,PRP,O
,gave,VBD,O
,his,PRP$,O
,own,JJ,O
,goats,NNS,O
,just,RB,O
,sufficient,JJ,O
,food,NN,O
,to,TO,O
,keep,VB,O
,them,PRP,O
,alive,JJ,O
,",",",",O
,but,CC,O
,fed,VBD,O
,the,DT,O
,strangers,NNS,O
,more,RBR,O
,abundantly,RB,O
,in,IN,O
,the,DT,O
,hope,NN,O
,of,IN,O
,enticing,VBG,O
,them,PRP,O
,to,TO,O
,stay,VB,O
,with,IN,O
,him,PRP,O
,and,CC,O
,of,IN,O
,making,VBG,O
,them,PRP,O
,his,PRP$,O
,own,NN,O
,.,.,O
606,When,WRB,O
,the,DT,O
,thaw,NN,O
,set,VBD,O
,in,IN,O
,",",",",O
,he,PRP,O
,led,VBD,O
,them,PRP,O
,all,DT,O
,out,RP,O
,to,TO,O
,feed,VB,O
,",",",",O
,and,CC,O
,the,DT,O
,Wild,JJ,O
,Goats,NNS,O
,scampered,VBD,O
,away,RB,O
,as,RB,O
,fast,JJ,O
,as,IN,O
,they,PRP,O
,could,MD,O
,to,TO,O
,the,DT,O
,mountains,NNS,O
,.,.,O
607,The,DT,O
,Goatherd,NN,O
,scolded,VBD,O
,them,PRP,O
,for,IN,O
,their,PRP$,O
,ingratitude,NN,O
,in,IN,O
,leaving,VBG,O
,him,PRP,O
,",",",",O
,when,WRB,O
,during,IN,O
,the,DT,O
,storm,NN,O
,he,PRP,O
,had,VBD,O
,taken,VBN,O
,more,RBR,O
,care,NN,O
,of,IN,O
,them,PRP,O
,than,IN,O
,of,IN,O
,his,PRP$,O
,own,JJ,O
,herd,NN,O
,.,.,O
608,One,CD,O
,of,IN,O
,them,PRP,O
,",",",",O
,turning,VBG,O
,about,RB,O
,",",",",O
,said,VBD,O
,to,TO,O
,him,PRP,O
,:,:,O
,"""",``,O
,That,DT,O
,is,VBZ,O
,the,DT,O
,very,JJ,O
,reason,NN,O
,why,WRB,O
,we,PRP,O
,are,VBP,O
,so,RB,O
,cautious,JJ,O
,;,;,O
,for,IN,O
,if,IN,O
,you,PRP,O
,yesterday,NN,O
,treated,VBD,O
,us,PRP,O
,better,JJR,O
,than,IN,O
,the,DT,O
,Goats,NNS,O
,you,PRP,O
,have,VBP,O
,had,VBN,O
,so,RB,O
,long,RB,O
,",",",",O
,it,PRP,O
,is,VBZ,O
,plain,JJ,O
,also,RB,O
,that,IN,O
,if,IN,O
,others,NNS,O
,came,VBD,O
,after,IN,O
,us,PRP,O
,",",",",O
,you,PRP,O
,would,MD,O
,in,IN,O
,the,DT,O
,same,JJ,O
,manner,NN,O
,prefer,VB,O
,them,PRP,O
,to,TO,O
,ourselves,PRP,O
,.,.,O
,"""",``,O
609,Old,JJ,O
,friends,NNS,O
,can,MD,O
,not,RB,O
,with,IN,O
,impunity,NN,O
,be,VB,O
,sacrificed,VBN,O
,for,IN,O
,new,JJ,O
,ones,NNS,O
,.,.,O
610,A,DT,O
,KIND-HEARTED,JJ,O
,Physician,NN,O
,sitting,VBG,O
,at,IN,O
,the,DT,O
,bedside,NN,O
,of,IN,O
,a,DT,O
,patient,NN,O
,afflicted,VBN,O
,with,IN,O
,an,DT,O
,incurable,JJ,O
,and,CC,O
,painful,JJ,O
,disease,NN,O
,",",",",O
,heard,VBD,O
,a,DT,O
,noise,NN,O
,behind,IN,O
,him,PRP,O
,",",",",O
,and,CC,O
,turning,VBG,O
,saw,VBD,O
,a,DT,O
,cat,NN,O
,laughing,VBG,O
,at,IN,O
,the,DT,O
,feeble,JJ,O
,efforts,NNS,O
,of,IN,O
,a,DT,O
,wounded,VBN,O
,mouse,NN,O
,to,TO,O
,drag,VB,O
,itself,PRP,O
,out,IN,O
,of,IN,O
,the,DT,O
,room,NN,O
,.,.,O
611,"""",``,O
,You,PRP,O
,cruel,JJ,O
,beast,NN,O
,!,.,O
,"""",``,O
,cried,VBD,O
,he,PRP,O
,.,.,O
612,"""",``,O
,Why,WRB,O
,do,VBP,O
,n't,RB,O
,you,PRP,O
,kill,VB,O
,it,PRP,O
,at,IN,O
,once,RB,O
,",",",",O
,like,IN,O
,a,DT,O
,lady,NN,O
,?,.,O
,"""",``,O
613,Rising,VBG,O
,",",",",O
,he,PRP,O
,kicked,VBD,O
,the,DT,O
,cat,NN,O
,out,IN,O
,of,IN,O
,the,DT,O
,door,NN,O
,",",",",O
,and,CC,O
,picking,VBG,O
,up,RP,O
,the,DT,O
,mouse,NN,O
,compassionately,RB,O
,put,VBD,O
,it,PRP,O
,out,IN,O
,of,IN,O
,its,PRP$,O
,misery,NN,O
,by,IN,O
,pulling,VBG,O
,off,RP,O
,its,PRP$,O
,head,NN,O
,.,.,O
614,Recalled,VBN,O
,to,TO,O
,the,DT,O
,bedside,NN,O
,by,IN,O
,the,DT,O
,moans,NNS,O
,of,IN,O
,his,PRP$,O
,patient,NN,O
,",",",",O
,the,DT,O
,Kind-hearted,JJ,O
,Physician,NN,O
,administered,VBD,O
,a,DT,O
,stimulant,NN,O
,",",",",O
,a,DT,O
,tonic,JJ,O
,",",",",O
,and,CC,O
,a,DT,O
,nutrient,NN,O
,",",",",O
,and,CC,O
,went,VBD,O
,away,RB,O
,.,.,O
615,Kids,NNS,O
,these,DT,O
,days,NNS,O
,",",",",O
,they,PRP,O
,grow,VBP,O
,up,RP,O
,too,RB,O
,quickly,RB,O
,and,CC,O
,know,VB,O
,entirely,RB,O
,too,RB,O
,much,RB,O
,too,RB,O
,soon,RB,O
,.,.,O
616,I,PRP,O
,mean,VBP,O
,this,DT,O
,one,CD,O
,friend,NN,O
,of,IN,O
,mine,NN,O
,was,VBD,O
,trying,VBG,O
,to,TO,O
,get,VB,O
,his,PRP$,O
,boy,NN,O
,into,IN,O
,Nursery,NN,O
,Rhymes,NN,O
,.,.,O
617,All,DT,O
,that,DT,O
,happened,VBD,O
,was,VBD,O
,that,IN,O
,the,DT,O
,boy,NN,O
,told,VBD,O
,his,PRP$,O
,shrink,NN,O
,that,IN,O
,his,PRP$,O
,Father,NN,O
,had,VBD,O
,a,DT,O
,lot,NN,O
,of,IN,O
,problems,NNS,O
,",",",",O
,including,VBG,O
,a,DT,O
,fixation,NN,O
,that,IN,O
,a,DT,O
,cow,NN,O
,could,MD,O
,orbit,VB,O
,the,DT,O
,moon,NN,O
,.,.,O
618,The,DT,O
,fate,NN,O
,of,IN,O
,seven,CD,O
,suspected,JJ,O
,Somali,JJ,gpe
,pirates,NNS,O
,who,WP,O
,were,VBD,O
,captured,VBN,O
,by,IN,O
,a,DT,O
,Spanish,JJ,gpe
,warship,NN,O
,is,VBZ,O
,uncertain,JJ,O
,after,IN,O
,Spanish,JJ,gpe
,prosecutors,NNS,O
,reversed,VBD,O
,plans,NNS,O
,to,TO,O
,bring,VB,O
,them,PRP,O
,to,TO,O
,Spain,NNP,geo
,to,TO,O
,face,VB,O
,trial,NN,O
,.,.,O
619,A,DT,O
,Spanish,JJ,gpe
,judge,NN,O
,",",",",O
,Fernando,NNP,per
,Andreu,NNP,per
,",",",",O
,ordered,VBD,O
,the,DT,O
,Somali,JJ,gpe
,men,NNS,O
,released,VBN,O
,on,IN,O
,Friday,NNP,tim
,.,.,O
620,However,RB,O
,",",",",O
,he,PRP,O
,refused,VBD,O
,the,DT,O
,prosecution,NN,O
,'s,POS,O
,request,NN,O
,to,TO,O
,surrender,VB,O
,them,PRP,O
,to,TO,O
,Kenyan,JJ,gpe
,authorities,NNS,O
,",",",",O
,saying,VBG,O
,it,PRP,O
,would,MD,O
,violate,VB,O
,the,DT,O
,law,NN,O
,",",",",O
,since,IN,O
,proceedings,NNS,O
,were,VBD,O
,already,RB,O
,taking,VBG,O
,place,NN,O
,in,IN,O
,Spain,NNP,geo
,.,.,O
621,A,DT,O
,Spanish,JJ,gpe
,ship,NN,O
,seized,VBD,O
,the,DT,O
,men,NNS,O
,off,IN,O
,the,DT,O
,coast,NN,O
,of,IN,O
,Somalia,NNP,geo
,Wednesday,NNP,tim
,after,IN,O
,their,PRP$,O
,boat,NN,O
,capsized,VBN,O
,during,IN,O
,their,PRP$,O
,alleged,JJ,O
,attempt,NN,O
,to,TO,O
,hijack,VB,O
,a,DT,O
,Panamanian-flagged,JJ,O
,vessel,NN,O
,.,.,O
622,France,NNP,geo
,is,VBZ,O
,prosecuting,VBG,O
,15,CD,O
,piracy,NN,O
,suspects,NNS,O
,in,IN,O
,its,PRP$,O
,own,JJ,O
,courts,NNS,O
,",",",",O
,though,IN,O
,it,PRP,O
,has,VBZ,O
,transferred,VBN,O
,others,NNS,O
,to,TO,O
,Kenya,NNP,geo
,",",",",O
,including,VBG,O
,11,CD,O
,who,WP,O
,were,VBD,O
,handed,VBN,O
,over,RP,O
,on,IN,O
,Friday,NNP,tim
,.,.,O
623,China,NNP,org
,says,VBZ,O
,it,PRP,O
,punished,VBD,O
,more,JJR,O
,than,IN,O
,"1,200",CD,O
,health,NN,O
,workers,NNS,O
,last,JJ,O
,year,NN,O
,for,IN,O
,such,JJ,O
,corruption,NN,O
,as,IN,O
,taking,VBG,O
,commissions,NNS,O
,from,IN,O
,drug,NN,O
,companies,NNS,O
,and,CC,O
,accepting,VBG,O
,bribes,NNS,O
,from,IN,O
,patients,NNS,O
,.,.,O
624,The,DT,O
,official,JJ,O
,Xinhua,NNP,org
,news,NN,O
,agency,NN,O
,says,VBZ,O
,investigators,NNS,O
,from,IN,O
,China,NNP,org
,'s,POS,O
,Health,NNP,org
,Ministry,NNP,org
,uncovered,VBD,O
,more,JJR,O
,than,IN,O
,200,CD,O
,cases,NNS,O
,of,IN,O
,hospital,NN,O
,staff,NN,O
,members,NNS,O
,buying,VBG,O
,and,CC,O
,selling,VBG,O
,medicine,NN,O
,for,IN,O
,personal,JJ,O
,profit,NN,O
,.,.,O
625,The,DT,O
,health,NN,O
,workers,NNS,O
,are,VBP,O
,said,VBN,O
,to,TO,O
,have,VB,O
,received,VBN,O
,$,$,O
,1.3,CD,O
,million,CD,O
,illegally,RB,O
,.,.,O
626,Authorities,NNS,O
,also,RB,O
,found,VBD,O
,that,IN,O
,some,DT,O
,doctors,NNS,O
,took,VBD,O
,bribes,NNS,O
,for,IN,O
,surgeries,NNS,O
,",",",",O
,even,RB,O
,after,IN,O
,patients,NNS,O
,paid,VBD,O
,their,PRP$,O
,hospital,NN,O
,fees,NNS,O
,.,.,O
627,More,JJR,O
,than,IN,O
,800,CD,O
,health,NN,O
,workers,NNS,O
,were,VBD,O
,punished,VBN,O
,for,IN,O
,charging,VBG,O
,illegal,JJ,O
,fees,NNS,O
,.,.,O
628,China,NNP,org
,'s,POS,O
,Health,NNP,per
,Minister,NNP,per
,Gao,NNP,per
,Qiang,NNP,per
,said,VBD,O
,at,IN,O
,a,DT,O
,nationwide,JJ,O
,health,NN,O
,meeting,NN,O
,Saturday,NNP,tim
,that,IN,O
,most,JJS,O
,hospital,NN,O
,staff,NN,O
,members,NNS,O
,are,VBP,O
,doing,VBG,O
,a,DT,O
,good,JJ,O
,job,NN,O
,.,.,O
629,But,CC,O
,he,PRP,O
,says,VBZ,O
,those,DT,O
,who,WP,O
,become,VBP,O
,corrupt,JJ,O
,will,MD,O
,be,VB,O
,punished,VBN,O
,without,IN,O
,mercy,NN,O
,.,.,O
630,A,DT,O
,vault,NN,O
,built,VBN,O
,to,TO,O
,safeguard,VB,O
,seed,NN,O
,samples,NNS,O
,of,IN,O
,the,DT,O
,world,NN,O
,'s,POS,O
,important,JJ,O
,food,NN,O
,crops,NNS,O
,has,VBZ,O
,opened,VBN,O
,in,IN,O
,the,DT,O
,remote,JJ,O
,Norwegian,JJ,gpe
,archipelago,NN,O
,of,IN,O
,Svalbard,NNP,geo
,.,.,O
631,Norway,NNP,gpe
,'s,POS,O
,Prime,JJ,O
,Minister,NN,O
,Jens,NNP,per
,Stoltenberg,NNP,per
,and,CC,O
,Nobel-Prize,NNP,art
,winning,VBG,O
,environmentalist,NN,O
,Wangari,NNP,per
,Maathai,NNP,per
,on,IN,O
,Tuesday,NNP,tim
,placed,VBD,O
,the,DT,O
,first,JJ,O
,seeds,NNS,O
,inside,IN,O
,the,DT,O
,vault,NN,O
,",",",",O
,built,VBN,O
,in,IN,O
,caverns,NNS,O
,130,CD,O
,meters,NNS,O
,inside,IN,O
,a,DT,O
,frozen,JJ,O
,mountain,NN,O
,.,.,O
632,The,DT,O
,repository,NN,O
,is,VBZ,O
,designed,VBN,O
,to,TO,O
,shield,VB,O
,plant,NN,O
,seeds,NNS,O
,and,CC,O
,preserve,VB,O
,crop,NN,O
,diversity,NN,O
,in,IN,O
,the,DT,O
,event,NN,O
,of,IN,O
,disaster,NN,O
,such,JJ,O
